MapID,FightEveNo,BKMusic,Side,EnemyNO,NPCID,LocationPos,AI
11517,5,1,Left,4,14211,4,1
11517,5,1,Left,5,14211,2,1
11518,1,1,Left,1,14211,2,1
11518,1,1,Left,2,14211,3,1
11518,2,1,Left,1,14214,3,1
11518,2,1,Left,2,14214,4,1
11518,3,1,Left,1,14211,2,1
11518,3,1,Left,2,14211,3,1
11518,3,1,Left,3,14214,4,1
11518,3,1,Left,4,14214,5,1
11519,1,1,Left,1,14211,2,1
11519,1,1,Left,2,14214,3,1
11519,1,1,Left,3,14211,4,1
11519,2,1,Left,1,14211,2,1
11519,2,1,Left,2,14214,3,1
11519,3,1,Left,1,14211,4,1
11519,3,1,Left,2,14214,3,1
11519,3,1,Left,3,14214,2,1
11520,1,1,Left,1,14211,2,1
11520,1,1,Left,2,14211,3,1
11520,2,1,Left,1,14214,3,1
11520,2,1,Left,2,14214,4,1
11520,3,1,Left,1,15475,8,1
11520,3,1,Left,2,17172,2,1
11520,3,1,Left,3,17172,3,1
11520,3,1,Left,4,17172,4,1
11521,1,1,Left,1,10016,3,1
11521,1,1,Left,2,10174,2,1
11521,1,1,Left,3,10174,4,1
11521,1,1,Left,4,10174,1,1
11521,1,1,Left,5,10174,5,1
11521,2,1,Left,1,14325,3,1
11521,2,1,Left,2,14326,7,1
11521,2,1,Left,3,14327,9,1
11521,2,1,Left,4,14301,1,1
11521,2,1,Left,5,14302,5,1
11521,2,1,Left,6,17215,2,1
11521,2,1,Left,7,17215,4,1
11521,2,1,Left,8,17124,6,1
11521,2,1,Left,9,17124,8,1
11521,2,1,Left,10,17124,10,1
11522,1,1,Left,1,14214,2,1
11522,1,1,Left,2,14214,3,1
11522,1,1,Left,3,14211,4,1
11522,1,1,Left,4,14211,5,1
11522,2,1,Left,1,14211,2,1
11522,2,1,Left,2,14211,3,1
11522,2,1,Left,3,14211,4,1
11522,3,1,Left,1,14214,2,1
11522,3,1,Left,2,15144,3,1
11522,3,1,Left,3,14214,4,1
11522,4,1,Left,1,14214,2,1
11522,4,1,Left,2,14214,3,1
11522,4,1,Left,3,15144,4,1
11522,4,1,Left,4,15144,5,1
11522,5,1,Left,1,14211,2,1
11522,5,1,Left,2,15144,3,1
11522,5,1,Left,3,14211,4,1
11523,1,1,Left,1,14211,2,1
11523,1,1,Left,2,14211,4,1
11523,1,1,Left,3,14214,3,1
11523,2,1,Left,1,14214,4,1
11523,2,1,Left,2,14214,2,1
11523,2,1,Left,3,14211,3,1
11523,3,1,Left,1,14211,2,1
11523,3,1,Left,2,14214,5,1
11523,3,1,Left,3,14211,3,1
11523,3,1,Left,4,14214,4,1
11524,1,1,Left,1,14214,2,1
11524,1,1,Left,2,14214,3,1
11524,2,1,Left,1,14211,3,1
11524,2,1,Left,2,14211,4,1
11525,1,1,Left,1,15144,2,1
11525,1,1,Left,2,15144,4,1
11525,1,1,Left,3,12052,3,1
11525,2,1,Left,1,12052,4,1
11525,2,1,Left,2,12052,2,1
11525,2,1,Left,3,10175,3,1
11525,3,1,Left,1,10175,4,1
11525,3,1,Left,2,10175,3,1
11525,4,1,Left,1,15144,2,1
11525,4,1,Left,2,15144,3,1
11525,4,1,Left,3,12052,5,1
11525,4,1,Left,4,12052,4,1
11525,5,1,Left,1,11072,3,1
11525,5,1,Left,2,14323,2,1
11525,5,1,Left,3,14324,4,1
11525,5,1,Left,4,14063,6,1
11525,5,1,Left,5,14090,10,1
11525,5,1,Left,6,14318,1,1
11525,5,1,Left,7,14319,5,1
11525,5,1,Left,8,17205,7,1
11525,5,1,Left,9,17205,8,1
11525,5,1,Left,10,17205,9,1
11525,5,1,Left,11,17215,1,1
11525,5,1,Left,12,17215,5,1
11526,1,1,Left,1,14211,2,1
11526,1,1,Left,2,14211,3,1
11526,1,1,Left,3,14211,4,1
11526,2,1,Left,1,14214,2,1
11526,2,1,Left,2,14214,3,1
11526,2,1,Left,3,14214,4,1
11526,2,1,Left,4,14214,5,1
11527,1,1,Left,1,15144,4,1
11527,1,1,Left,2,15144,3,1
11527,2,1,Left,1,12052,4,1
11527,2,1,Left,2,12052,3,1
11528,1,1,Left,1,15144,2,1
11528,1,1,Left,2,15144,3,1
11528,2,1,Left,1,15144,2,1
11528,2,1,Left,2,10175,3,1
11528,2,1,Left,3,15144,4,1
11529,1,1,Left,1,10013,3,1
11529,1,1,Left,2,10175,1,1
11529,1,1,Left,3,10175,2,1
11529,1,1,Left,4,10175,4,1
11529,1,1,Left,5,10175,5,1
11531,1,1,Left,1,25032,2,1
11531,1,1,Left,2,25032,4,1
11531,1,1,Left,3,25032,3,1
11531,2,1,Left,1,25029,3,1
11531,2,1,Left,2,25029,4,1
11531,3,1,Left,1,25032,2,1
11531,3,1,Left,2,25032,3,1
11531,4,1,Left,1,25032,2,1
11531,4,1,Left,2,25032,3,1
11531,4,1,Left,3,25032,4,1
11531,4,1,Left,4,25032,5,1
11531,4,1,Left,5,25032,0,1
11531,5,1,Left,1,25032,3,1
11531,6,1,Left,1,25068,3,1
11531,6,1,Left,2,25068,4,1
11531,6,1,Left,3,25068,2,1
11531,6,1,Left,4,25068,5,1
11531,7,1,Left,1,25032,2,1
11531,7,1,Left,2,25032,3,1
11531,7,1,Left,3,25032,4,1
11531,7,1,Left,4,25032,5,1
11531,8,1,Left,1,25031,3,1
11531,8,1,Left,2,25031,4,1
11531,8,1,Left,3,25031,2,1
11531,8,1,Left,4,25031,5,1
11531,9,1,Left,1,25030,3,1
11531,9,1,Left,2,25030,2,1
11531,9,1,Left,3,25030,4,1
11531,9,1,Left,4,25030,5,1
11531,10,1,Left,1,25025,5,1
11531,10,1,Left,2,25025,4,1
11531,10,1,Left,3,25025,2,1
11531,10,1,Left,4,25025,3,1
11531,11,1,Left,1,25026,5,1
11531,11,1,Left,2,25026,4,1
11531,11,1,Left,3,25026,2,1
11531,11,1,Left,4,25026,3,1
11531,12,1,Left,1,25027,5,1
11531,12,1,Left,2,25027,4,1
11531,12,1,Left,3,25027,3,1
11531,12,1,Left,4,25027,2,1
11531,13,1,Left,1,25028,5,1
11531,13,1,Left,2,25028,4,1
11531,13,1,Left,3,25028,3,1
11531,13,1,Left,4,25028,2,1
11532,1,1,Left,1,25032,3,1
11532,2,1,Left,1,25032,3,1
11532,2,1,Left,2,25032,4,1
11532,3,1,Left,1,25032,3,1
11532,3,1,Left,2,25032,4,1
11532,3,1,Left,3,25032,2,1
11532,4,1,Left,1,25032,2,1
11532,4,1,Left,2,25032,3,1
11532,4,1,Left,3,25032,4,1
11532,4,1,Left,4,25032,5,1
11532,4,1,Left,5,25032,1,1
11532,5,1,Left,1,25029,3,1
11532,5,1,Left,2,25029,4,1
11532,5,1,Left,3,25029,2,1
11532,5,1,Left,4,25029,5,1
11532,6,1,Left,1,25068,2,1
11532,6,1,Left,2,25068,3,1
11532,6,1,Left,3,25068,4,1
11532,6,1,Left,4,25068,5,1
11532,7,1,Left,1,25032,2,1
11532,7,1,Left,2,25032,3,1
11532,7,1,Left,3,25032,4,1
11532,7,1,Left,4,25032,5,1
11532,8,1,Left,1,25031,2,1
11532,8,1,Left,2,25031,3,1
11532,8,1,Left,3,25031,4,1
11532,8,1,Left,4,25031,5,1
11532,9,1,Left,1,25030,3,1
11532,9,1,Left,2,25030,2,1
11532,9,1,Left,3,25030,4,1
11532,9,1,Left,4,25030,5,1
11532,10,1,Left,1,25028,2,1
11532,10,1,Left,2,25028,3,1
11532,10,1,Left,3,25028,4,1
11532,10,1,Left,4,25028,5,1
11532,11,1,Left,1,25027,2,1
11532,11,1,Left,2,25027,4,1
11532,11,1,Left,3,25027,3,1
11532,11,1,Left,4,25027,5,1
11532,12,1,Left,1,25026,2,1
11532,12,1,Left,2,25026,3,1
11532,12,1,Left,3,25026,4,1
11532,12,1,Left,4,25026,5,1
11532,13,1,Left,1,25025,2,1
11532,13,1,Left,2,25025,3,1
11532,13,1,Left,3,25025,4,1
11532,13,1,Left,4,25025,5,1
11533,1,1,Left,1,25068,3,1
11533,1,1,Left,2,25068,4,1
11533,1,1,Left,3,25068,2,1
11533,2,1,Left,1,25068,3,1
11533,2,1,Left,2,25068,4,1
11533,2,1,Left,3,25068,2,1
11533,3,1,Left,1,25068,3,1
11533,3,1,Left,2,25068,4,1
11533,3,1,Left,3,25068,2,1
11533,4,1,Left,1,25030,3,1
11533,4,1,Left,2,25030,4,1
11533,4,1,Left,3,25030,2,1
11533,5,1,Left,1,25030,3,1
11533,5,1,Left,2,25030,4,1
11533,5,1,Left,3,25030,2,1
11533,6,1,Left,1,25030,2,1
11533,6,1,Left,2,25030,3,1
11533,6,1,Left,3,25030,4,1
11533,7,1,Left,1,25027,2,1
11533,7,1,Left,2,25027,3,1
11533,7,1,Left,3,25027,4,1
11533,8,1,Left,1,25027,2,1
11533,8,1,Left,2,25027,3,1
11533,8,1,Left,3,25027,4,1
11533,9,1,Left,1,25027,2,1
11533,9,1,Left,2,25027,3,1
11533,9,1,Left,3,25027,4,1
11533,10,1,Left,1,25030,3,1
11533,10,1,Left,2,25030,4,1
11533,10,1,Left,3,25030,2,1
11533,11,1,Left,1,25068,3,1
11533,11,1,Left,2,25068,4,1
11533,11,1,Left,3,25068,2,1
11533,12,1,Left,1,25030,3,1
11533,12,1,Left,2,25030,4,1
11533,12,1,Left,3,25030,2,1
11533,13,1,Left,1,25068,3,1
11533,13,1,Left,2,25068,4,1
11533,13,1,Left,3,25068,2,1
11534,1,1,Left,1,25068,3,1
11534,1,1,Left,2,25068,4,1
11534,2,1,Left,1,25032,3,1
11534,2,1,Left,2,25032,4,1
11534,2,1,Left,3,25032,2,1
11534,3,1,Left,1,25031,3,1
11534,3,1,Left,2,25031,4,1
11534,3,1,Left,3,25031,2,1
11534,3,1,Left,4,25031,5,1
11534,4,1,Left,1,25030,5,1
11534,4,1,Left,2,25030,4,1
11534,4,1,Left,3,25030,3,1
11534,4,1,Left,4,25030,2,1
11534,5,1,Left,1,25029,3,1
11534,5,1,Left,2,25029,4,1
11534,5,1,Left,3,25029,2,1
11534,5,1,Left,4,25029,1,1
11534,5,1,Left,5,25029,5,1
11534,6,1,Left,1,25025,3,1
11534,6,1,Left,2,25025,4,1
11534,6,1,Left,3,25025,2,1
11534,6,1,Left,4,25025,5,1
11534,7,1,Left,1,25027,2,1
11534,7,1,Left,2,25027,3,1
11534,7,1,Left,3,25027,4,1
11534,7,1,Left,4,25027,5,1
11534,8,1,Left,1,25028,2,1
11534,8,1,Left,2,25028,3,1
11534,8,1,Left,3,25028,4,1
11534,9,1,Left,1,25026,2,1
11534,9,1,Left,2,25026,3,1
11534,9,1,Left,3,25026,4,1
11534,9,1,Left,4,25026,5,1
11534,10,1,Left,1,25032,3,1
11534,10,1,Left,2,25032,4,1
11534,10,1,Left,3,25032,2,1
11534,11,1,Left,1,25032,3,1
11534,11,1,Left,2,25032,4,1
11534,11,1,Left,3,25032,2,1
11534,11,1,Left,4,25032,0,1
11534,12,1,Left,1,25032,3,1
11534,12,1,Left,2,25032,4,1
11534,12,1,Left,3,25032,2,1
11534,12,1,Left,4,25032,0,1
11534,12,1,Left,5,25032,0,1
11534,13,1,Left,1,25032,3,1
11534,13,1,Left,2,25032,4,1
11534,13,1,Left,3,25032,2,1
11534,13,1,Left,4,25032,0,1
11534,13,1,Left,5,25032,0,1
11535,1,1,Left,1,25032,2,1
11535,1,1,Left,2,25032,3,1
11535,1,1,Left,3,25032,4,1
11535,1,1,Left,4,25032,5,1
11535,1,1,Left,5,25032,1,1
11535,2,1,Left,1,25032,3,1
11535,3,1,Left,1,25032,3,1
11535,3,1,Left,2,25032,4,1
11535,4,1,Left,1,25032,3,1
11535,4,1,Left,2,25032,4,1
11535,4,1,Left,3,25032,2,1
11535,5,1,Left,1,25029,3,1
11535,5,1,Left,2,25029,4,1
11535,5,1,Left,3,25029,2,1
11535,5,1,Left,4,25029,5,1
11535,5,1,Left,5,25029,1,1
11535,6,1,Left,1,25068,2,1
11535,6,1,Left,2,25068,3,1
11535,6,1,Left,3,25068,4,1
11535,6,1,Left,4,25068,5,1
11535,7,1,Left,1,25032,2,1
11535,7,1,Left,2,25032,3,1
11535,7,1,Left,3,25032,4,1
11535,7,1,Left,4,25032,5,1
11535,8,1,Left,1,25031,2,1
11535,8,1,Left,2,25031,3,1
11535,8,1,Left,3,25031,4,1
11535,8,1,Left,4,25031,5,1
11535,9,1,Left,1,25030,5,1
11535,9,1,Left,2,25030,4,1
11535,9,1,Left,3,25030,3,1
11535,9,1,Left,4,25030,2,1
11535,10,1,Left,1,25025,2,1
11535,10,1,Left,2,25025,3,1
11535,10,1,Left,3,25025,4,1
11535,10,1,Left,4,25025,5,1
11535,11,1,Left,1,25026,2,1
11535,11,1,Left,2,25026,3,1
11535,11,1,Left,3,25026,5,1
11535,11,1,Left,4,25026,4,1
11535,12,1,Left,1,25027,2,1
11535,12,1,Left,2,25027,3,1
11535,12,1,Left,3,25027,4,1
11535,12,1,Left,4,25027,5,1
11535,13,1,Left,1,25028,2,1
11535,13,1,Left,2,25028,3,1
11535,13,1,Left,3,25028,4,1
11535,13,1,Left,4,25028,5,1
11536,1,1,Left,1,25032,3,1
11536,1,1,Left,2,25032,4,1
11536,1,1,Left,3,25032,2,1
11536,6,1,Left,1,25068,3,1
11536,6,1,Left,2,25068,2,1
11536,6,1,Left,3,25068,4,1
11536,7,1,Left,1,25032,3,1
11536,7,1,Left,2,25032,4,1
11536,8,1,Left,1,25032,3,1
11536,8,1,Left,2,25032,4,1
11536,8,1,Left,3,25032,2,1
11536,8,1,Left,4,25032,5,1
11536,9,1,Left,1,25031,3,1
11536,9,1,Left,2,25031,4,1
11536,9,1,Left,3,25031,2,1
11536,9,1,Left,4,25031,5,1
11536,10,1,Left,1,25030,3,1
11536,10,1,Left,2,25030,4,1
11536,10,1,Left,3,25030,2,1
11536,10,1,Left,4,25030,5,1
11536,11,1,Left,1,25029,5,1
11536,11,1,Left,2,25029,4,1
11536,11,1,Left,3,25029,3,1
11536,11,1,Left,4,25029,2,1
11536,12,1,Left,1,25025,5,1
11536,12,1,Left,2,25025,3,1
11536,12,1,Left,3,25025,4,1
11536,12,1,Left,4,25025,2,1
11536,13,1,Left,1,25027,5,1
11536,13,1,Left,2,25027,3,1
11536,13,1,Left,3,25027,4,1
11536,13,1,Left,4,25027,2,1
11536,14,1,Left,1,25028,2,1
11536,14,1,Left,2,25028,3,1
11536,14,1,Left,3,25028,4,1
11536,14,1,Left,4,25028,5,1
11536,15,1,Left,1,25026,4,1
11536,15,1,Left,2,25026,5,1
11536,15,1,Left,3,25026,3,1
11536,15,1,Left,4,25026,2,1
11537,1,1,Left,1,15149,2,1
11537,1,1,Left,2,15149,3,1
11537,1,1,Left,3,15149,4,1
11537,2,1,Left,1,15149,2,1
11537,2,1,Left,2,15149,3,1
11537,2,1,Left,3,15149,4,1
11537,2,1,Left,4,15149,5,1
11537,3,1,Left,1,15150,4,1
11537,3,1,Left,2,15150,3,1
11537,3,1,Left,3,15150,2,1
11537,4,1,Left,1,15150,4,1
11537,4,1,Left,2,15150,3,1
11537,4,1,Left,3,15150,2,1
11537,4,1,Left,4,15150,5,1
11537,5,1,Left,1,15151,2,1
11537,5,1,Left,2,15151,3,1
11537,5,1,Left,3,15151,4,1
11537,6,1,Left,1,15151,2,1
11537,6,1,Left,2,15151,3,1
11537,6,1,Left,3,15151,4,1
11537,6,1,Left,4,15151,5,1
11537,7,1,Left,1,15151,2,1
11537,7,1,Left,2,15151,3,1
11537,7,1,Left,3,15151,4,1
11537,7,1,Left,4,15151,5,1
11537,7,1,Left,5,15151,1,1
11537,8,1,Left,1,15151,2,1
11537,8,1,Left,2,15151,3,1
11537,8,1,Left,3,15151,4,1
11537,8,1,Left,4,15151,1,1
11538,1,1,Left,1,15149,2,1
11538,1,1,Left,2,15149,3,1
11538,1,1,Left,3,15149,4,1
11538,2,1,Left,1,15149,2,1
11538,2,1,Left,2,15149,3,1
11538,2,1,Left,3,15149,4,1
11538,2,1,Left,4,15149,5,1
11538,3,1,Left,1,15150,2,1
11538,3,1,Left,2,15150,3,1
11538,3,1,Left,3,15150,5,1
11538,3,1,Left,4,15150,4,1
11538,4,1,Left,1,15150,2,1
11538,4,1,Left,2,15150,3,1
11538,4,1,Left,3,15150,5,1
11538,5,1,Left,1,15151,2,1
11538,5,1,Left,2,15151,3,1
11538,5,1,Left,3,15151,4,1
11538,6,1,Left,1,15151,2,1
11538,6,1,Left,2,15151,3,1
11538,6,1,Left,3,15151,4,1
11538,6,1,Left,4,15151,5,1
11538,7,1,Left,1,15151,2,1
11538,7,1,Left,2,15151,3,1
11538,7,1,Left,3,15151,4,1
11538,7,1,Left,4,15151,5,1
11538,7,1,Left,5,15151,1,1
11538,8,1,Left,1,15151,2,1
11538,8,1,Left,2,15151,3,1
11538,8,1,Left,3,15151,4,1
11538,8,1,Left,4,15151,5,1
11539,1,1,Left,1,15149,2,1
11539,1,1,Left,2,15149,3,1
11539,1,1,Left,3,15149,4,1
11539,2,1,Left,1,15149,2,1
11539,2,1,Left,2,15149,3,1
11539,2,1,Left,3,15149,4,1
11539,2,1,Left,4,15149,5,1
11539,3,1,Left,1,15149,2,1
11539,3,1,Left,2,15149,3,1
11539,3,1,Left,3,15149,4,1
11539,3,1,Left,4,15149,5,1
11539,3,1,Left,5,15149,1,1
11539,4,1,Left,1,15150,2,1
11539,4,1,Left,2,15150,3,1
11539,4,1,Left,3,15150,4,1
11539,5,1,Left,1,15150,2,1
11539,5,1,Left,2,15150,3,1
11539,5,1,Left,3,15150,4,1
11539,5,1,Left,4,15150,5,1
11539,6,1,Left,1,15151,2,1
11539,6,1,Left,2,15151,3,1
11539,6,1,Left,3,15151,4,1
11539,7,1,Left,1,15151,2,1
11539,7,1,Left,2,15151,3,1
11539,7,1,Left,3,15151,4,1
11539,7,1,Left,4,15151,1,1
11539,7,1,Left,5,15151,5,1
11539,8,1,Left,1,15151,2,1
11539,8,1,Left,2,14227,3,1
11539,8,1,Left,3,15151,4,1
11539,8,1,Left,4,15151,1,1
11539,8,1,Left,5,15151,5,1
11540,1,1,Left,1,15149,2,1
11540,1,1,Left,2,15149,3,1
11540,1,1,Left,3,15149,4,1
11540,2,1,Left,1,15149,2,1
11540,2,1,Left,2,15149,3,1
11540,2,1,Left,3,15149,4,1
11540,2,1,Left,4,15149,5,1
11540,3,1,Left,1,15150,3,1
11540,3,1,Left,2,15150,4,1
11540,3,1,Left,3,15150,2,1
11540,4,1,Left,1,15150,3,1
11540,4,1,Left,2,15150,4,1
11540,4,1,Left,3,15150,2,1
11540,4,1,Left,4,15150,5,1
11540,5,1,Left,1,15151,2,1
11540,5,1,Left,2,15151,3,1
11540,5,1,Left,3,15151,4,1
11540,6,1,Left,1,15151,2,1
11540,6,1,Left,2,15151,3,1
11540,6,1,Left,3,15151,4,1
11540,6,1,Left,4,15151,5,1
11540,7,1,Left,1,15151,2,1
11540,7,1,Left,2,15151,3,1
11540,7,1,Left,3,15151,4,1
11540,7,1,Left,4,15151,5,1
11540,7,1,Left,5,15151,1,1
11540,9,1,Left,1,15151,2,1
11540,9,1,Left,2,14073,3,1
11540,9,1,Left,3,15151,4,1
11540,9,1,Left,4,15151,5,1
11540,9,1,Left,5,15151,1,1
11541,1,1,Left,1,25068,4,1
11541,1,1,Left,2,25068,3,1
11541,1,1,Left,3,25068,2,1
11541,2,1,Left,1,25032,4,1
11541,2,1,Left,2,25032,3,1
11541,2,1,Left,3,25032,2,1
11541,2,1,Left,4,25032,5,1
11541,3,1,Left,1,25031,2,1
11541,3,1,Left,2,25031,3,1
11541,3,1,Left,3,25031,4,1
11541,4,1,Left,1,25030,2,1
11541,4,1,Left,2,25030,3,1
11541,4,1,Left,3,25030,4,1
11541,4,1,Left,4,25030,5,1
11541,5,1,Left,1,25029,2,1
11541,5,1,Left,2,25029,3,1
11541,5,1,Left,3,25029,4,1
11541,6,1,Left,1,25025,2,1
11541,6,1,Left,2,25025,3,1
11541,6,1,Left,3,25025,4,1
11541,6,1,Left,4,25025,5,1
11541,7,1,Left,1,25027,2,1
11541,7,1,Left,2,25027,3,1
11541,7,1,Left,3,25027,4,1
11541,7,1,Left,4,25027,5,1
11541,7,1,Left,5,25027,1,1
11541,8,1,Left,1,15151,2,1
11541,8,1,Left,2,14073,3,1
11541,8,1,Left,3,15151,4,1
11541,8,1,Left,4,15151,5,1
11541,9,1,Left,1,25028,2,1
11541,9,1,Left,2,25028,3,1
11541,9,1,Left,3,25028,4,1
11541,10,1,Left,1,25026,2,1
11541,10,1,Left,2,25026,3,1
11541,10,1,Left,3,25026,4,1
11541,10,1,Left,4,25026,5,1
11541,11,1,Left,1,14033,3,1
11541,11,1,Left,2,11031,1,1
11541,11,1,Left,3,11030,5,1
11541,11,1,Left,4,11015,8,1
11541,11,1,Left,5,17087,6,1
11541,11,1,Left,6,17087,10,1
11541,11,1,Left,7,17087,9,1
11541,11,1,Left,8,17087,7,1
11542,1,1,Left,1,25068,2,1
11542,1,1,Left,2,25068,3,1
11542,1,1,Left,3,25068,4,1
11542,2,1,Left,1,25032,2,1
11542,2,1,Left,2,25032,3,1
11542,2,1,Left,3,25032,4,1
11542,3,1,Left,1,25031,2,1
11542,3,1,Left,2,25031,3,1
11542,3,1,Left,3,25031,4,1
11542,4,1,Left,1,25030,2,1
11542,4,1,Left,2,25030,3,1
11542,4,1,Left,3,25030,4,1
11542,4,1,Left,4,25030,5,1
11542,5,1,Left,1,25029,2,1
11542,5,1,Left,2,25029,3,1
11542,5,1,Left,3,25029,4,1
11542,6,1,Left,1,25025,2,1
11542,6,1,Left,2,25025,3,1
11542,6,1,Left,3,25025,4,1
11542,6,1,Left,4,25025,5,1
11542,7,1,Left,1,25027,2,1
11542,7,1,Left,2,25027,3,1
11542,7,1,Left,3,25027,4,1
11542,7,1,Left,4,25027,5,1
11542,7,1,Left,5,25027,1,1
11542,8,1,Left,1,25028,2,1
11542,8,1,Left,2,25028,3,1
11542,8,1,Left,3,25028,4,1
11542,9,1,Left,1,15151,2,1
11542,9,1,Left,2,14227,3,1
11542,9,1,Left,3,15151,4,1
11542,9,1,Left,4,15151,5,1
11542,9,1,Left,5,15151,1,1
11542,9,1,Left,6,15150,7,1
11542,9,1,Left,7,15149,9,1
11542,10,1,Left,1,25026,4,1
11542,10,1,Left,2,25026,3,1
11542,11,1,Left,1,14269,5,1
11542,11,1,Left,2,14271,3,1
11542,11,1,Left,3,14217,1,1
11542,11,1,Left,4,17059,9,1
11542,11,1,Left,5,17059,8,1
11542,11,1,Left,6,17059,7,1
11543,1,1,Left,1,25068,2,1
11543,1,1,Left,2,25068,3,1
11543,1,1,Left,3,25068,4,1
11543,2,1,Left,1,25032,2,1
11543,2,1,Left,2,25032,3,1
11543,2,1,Left,3,25032,4,1
11543,2,1,Left,4,25032,5,1
11543,3,1,Left,1,25031,4,1
11543,3,1,Left,2,25031,3,1
11543,4,1,Left,1,25030,4,1
11543,4,1,Left,2,25030,3,1
11543,4,1,Left,3,25030,2,1
11543,4,1,Left,4,25030,5,1
11543,5,1,Left,1,25029,3,1
11543,5,1,Left,2,25029,4,1
11543,6,1,Left,1,25025,3,1
11543,6,1,Left,2,25025,4,1
11543,6,1,Left,3,25025,2,1
11543,7,1,Left,1,25027,3,1
11543,7,1,Left,2,25027,4,1
11543,7,1,Left,3,25027,2,1
11543,7,1,Left,4,25027,5,1
11543,8,1,Left,1,25028,3,1
11543,8,1,Left,2,25028,4,1
11543,8,1,Left,3,25028,2,1
11543,8,1,Left,4,25028,1,1
11543,8,1,Left,5,25028,5,1
11543,9,1,Left,1,25026,2,1
11543,9,1,Left,2,25026,3,1
11543,9,1,Left,3,25026,4,1
11544,1,1,Left,1,25068,4,1
11544,1,1,Left,2,25068,3,1
11544,2,1,Left,1,25032,4,1
11544,2,1,Left,2,25032,3,1
11544,2,1,Left,3,25032,2,1
11544,3,1,Left,1,25031,2,1
11544,3,1,Left,2,25031,3,1
11544,3,1,Left,3,25031,4,1
11544,4,1,Left,1,25030,2,1
11544,4,1,Left,2,25030,3,1
11544,4,1,Left,3,25030,4,1
11544,4,1,Left,4,25030,5,1
11544,5,1,Left,1,25029,2,1
11544,5,1,Left,2,25029,3,1
11544,5,1,Left,3,25029,4,1
11544,6,1,Left,1,25025,2,1
11544,6,1,Left,2,25025,3,1
11544,6,1,Left,3,25025,4,1
11544,6,1,Left,4,25025,5,1
11544,7,1,Left,1,25027,2,1
11544,7,1,Left,2,25027,3,1
11544,7,1,Left,3,25027,4,1
11544,7,1,Left,4,25027,5,1
11544,7,1,Left,5,25027,1,1
11544,8,1,Left,1,25028,2,1
11544,8,1,Left,2,25028,3,1
11544,8,1,Left,3,25028,4,1
11544,8,1,Left,4,25028,1,1
11544,9,1,Left,1,25026,2,1
11544,9,1,Left,2,25026,3,1
11544,9,1,Left,3,25026,4,1
11551,1,1,Left,1,14136,3,1
11551,2,1,Left,1,14137,3,1
11551,3,1,Left,1,14138,3,1
11551,4,1,Left,1,14136,3,1
11551,4,1,Left,2,14136,4,1
11551,5,1,Left,1,14137,3,1
11551,5,1,Left,2,14137,4,1
11551,6,1,Left,1,14138,3,1
11551,6,1,Left,2,14138,4,1
11551,7,1,Left,1,14136,3,1
11551,7,1,Left,2,14136,4,1
11551,7,1,Left,3,14136,2,1
11551,8,1,Left,1,14137,3,1
11551,8,1,Left,2,14137,4,1
11551,8,1,Left,3,14137,2,1
11551,9,1,Left,1,14137,3,1
11551,9,1,Left,2,14137,4,1
11551,9,1,Left,3,14137,2,1
11551,10,1,Left,1,14138,3,1
11551,10,1,Left,2,14138,4,1
11551,10,1,Left,3,14138,2,1
11551,11,1,Left,1,14136,3,1
11551,11,1,Left,2,14136,4,1
11551,11,1,Left,3,14136,2,1
11551,11,1,Left,4,14136,5,1
11551,12,1,Left,1,14137,3,1
11551,12,1,Left,2,14137,4,1
11551,12,1,Left,3,14137,2,1
11551,12,1,Left,4,14137,5,1
11551,13,1,Left,1,14138,3,1
11551,13,1,Left,2,14138,4,1
11551,13,1,Left,3,14138,2,1
11551,13,1,Left,4,14138,5,1
11551,14,1,Left,1,14136,3,1
11551,14,1,Left,2,14136,4,1
11551,14,1,Left,3,14136,1,1
11551,14,1,Left,4,14136,2,1
11551,14,1,Left,5,14136,5,1
11551,15,1,Left,1,14137,3,1
11551,15,1,Left,2,14137,4,1
11551,15,1,Left,3,14137,2,1
11551,15,1,Left,4,14137,1,1
11551,15,1,Left,5,14137,5,1
11551,16,1,Left,1,14136,3,1
11551,16,1,Left,2,14136,4,1
11551,16,1,Left,3,14137,2,1
11551,17,1,Left,1,14136,3,1
11551,17,1,Left,2,14136,4,1
11551,17,1,Left,3,14138,2,1
11551,18,1,Left,1,14137,3,1
11551,18,1,Left,2,14137,4,1
11551,18,1,Left,3,14138,2,1
11551,19,1,Left,1,14136,3,1
11551,19,1,Left,2,14136,4,1
11551,19,1,Left,3,14137,2,1
11551,19,1,Left,4,14137,5,1
11551,20,1,Left,1,14136,2,1
11551,20,1,Left,2,14136,4,1
11551,20,1,Left,3,14192,3,1
11551,21,1,Left,1,14193,3,1
11551,21,1,Left,2,14137,2,1
11551,21,1,Left,3,14137,4,1
11552,1,1,Left,1,14136,3,1
11552,1,1,Left,2,14136,2,1
11552,2,1,Left,1,14137,3,1
11552,2,1,Left,2,14137,2,1
11552,2,1,Left,3,14137,5,1
11552,3,1,Left,1,14137,4,1
11552,3,1,Left,2,14137,3,1
11552,4,1,Left,1,14136,3,1
11552,4,1,Left,2,14136,2,1
11552,4,1,Left,3,14136,5,1
11552,4,1,Left,4,14137,4,1
11552,5,1,Left,1,14136,3,1
11552,5,1,Left,2,14136,2,1
11552,5,1,Left,3,14136,5,1
